vname,mean
theta.50.1,-3.59354042
theta.51.0,-1.555834391
theta.51.1,-4.30686072
theta.52.0,-2.9430557
theta.52.1,-6.38633282
theta.53.0,-2.56899801
theta.53.1,-2.49939698
theta.54.0,-1.2905591197
theta.54.1,-5.97497982
theta.55.0,-3.78198465
theta.55.1,-4.13572048
theta.56.0,-2.53236378
theta.56.1,-2.75433325
theta.57.0,-1.726335601
theta.57.1,-5.20330192
theta.58.0,-2.9624249
theta.58.1,-4.95382681
theta.59.0,-2.269647413
theta.59.1,-2.72807731
theta.60.0,-0.9528660297
theta.60.1,-2.16153992
theta.61.0,-1.2543943601
theta.61.1,-2.70031705
theta.62.0,-1.681237606
theta.62.1,-5.67639508
theta.63.0,-2.312870751
theta.63.1,-5.69160031
theta.64.0,-3.02498491
theta.64.1,-3.55024479
theta.65.0,-2.01838721
theta.65.1,-3.20621729
theta.66.0,-2.51400185
theta.66.1,-3.38609654
theta.67.0,-2.40126923
theta.67.1,-2.8048799
theta.68.0,-2.859919245
theta.68.1,-2.30249794
theta.69.0,-2.32139916
theta.69.1,-5.02592945
theta.70.0,-2.05419518
theta.70.1,-5.46640217
theta.71.0,-2.12678168
theta.71.1,-4.20125508
theta.72.0,-3.09710142
theta.72.1,-2.93525513
theta.73.0,-2.66940357
theta.73.1,-2.5315723
theta.74.0,-2.026710134
theta.74.1,-3.86328801
theta.75.0,-1.823685078
theta.75.1,-4.92498479
theta.76.0,-2.9827934
theta.76.1,-5.31412356
theta.77.0,-2.8314553
theta.77.1,-3.55577516
theta.78.0,-2.26078772
theta.78.1,-2.76391321
theta.79.0,-3.03595762
theta.79.1,-3.14835428
theta.80.0,-2.190223673
theta.80.1,-5.93400202
theta.81.0,-0.299975094312
theta.81.1,-3.97910458
theta.82.0,-1.820296952
theta.82.1,-4.48782707
theta.83.0,-2.63757326
theta.83.1,-6.87935269
theta.84.0,-2.136342646
theta.84.1,-3.38172239
theta.85.0,-1.29919544705
theta.85.1,-4.2498282
theta.86.0,-2.84345777
theta.86.1,-3.54492494
theta.87.0,-3.0161893
theta.87.1,-3.488313
theta.88.0,-2.055087992
theta.88.1,-5.6277848
theta.89.0,-2.08624237
theta.89.1,-4.79029829
theta.90.0,-2.21442969
theta.90.1,-3.97999851
theta.91.0,-1.492886124
theta.91.1,-4.31050699
theta.92.0,-3.14236943
theta.92.1,-5.06925417
theta.93.0,-3.65088962
theta.93.1,-4.94509832
theta.94.0,-2.72685052
theta.94.1,-3.15116137
theta.95.0,-1.753692828
theta.95.1,-2.91350307
theta.96.0,-2.84499368
theta.96.1,-2.73267701
theta.97.0,-2.200788429
theta.97.1,-3.65554346
theta.98.0,-4.01763136
theta.98.1,-3.35238536
theta.99.0,-2.60753751
theta.99.1,-5.11081594
theta.100.0,-2.382277
theta.100.1,-5.32245643
theta.101.0,-3.06069126
theta.101.1,-4.21144011
theta.102.0,-2.81458233
theta.102.1,-4.26749089
theta.103.0,-2.65778261
theta.103.1,-2.48098105
theta.104.0,-2.176587934
theta.104.1,-1.549712202
theta.105.0,-3.7278534
theta.105.1,-4.14906732
theta.106.0,-3.01496028
theta.106.1,-2.97810086
theta.107.0,-2.820898
theta.107.1,-3.52798921
theta.108.0,-3.566005
theta.108.1,-2.46247886
theta.109.0,-2.64723459
theta.109.1,-3.32571788
theta.110.0,-1.982244138
theta.110.1,-4.82500311
theta.111.0,-2.53191489
theta.111.1,-3.76759655
theta.112.0,-1.019260718
theta.112.1,-5.23366307
theta.113.0,-3.025845
theta.113.1,-2.75286422
theta.114.0,-2.70847028
theta.114.1,-2.59645675
theta.115.0,-2.41630152
theta.115.1,-3.14272657
theta.116.0,-2.601280659
theta.116.1,-2.59741789
theta.117.0,-3.37519028
theta.117.1,-2.88482911
theta.118.0,-2.9162133
theta.118.1,-4.1209726
theta.119.0,-2.78368611
theta.119.1,-4.23102573
theta.120.0,-1.736182804
theta.120.1,-4.51105197
theta.121.0,-3.1811063
theta.121.1,-3.08263165
theta.122.0,-2.56785914
theta.122.1,-3.68926077
theta.123.0,-2.83626746
theta.123.1,-5.79486668
theta.124.0,-2.28102261
theta.124.1,-4.95688906
theta.125.0,-1.7443432269999999
theta.125.1,-4.61868728
theta.126.0,-3.62556204
theta.126.1,-4.42627072
theta.127.0,-1.3026874692
theta.127.1,-2.15300233
theta.128.0,-1.691912085
theta.128.1,-2.28738361
theta.129.0,-2.81466609
theta.129.1,-2.82581944
theta.130.0,-1.71744096
theta.130.1,-1.92476567
theta.131.0,-2.87031463
theta.131.1,-5.11450056
theta.132.0,-2.35099596
theta.132.1,-4.46796311
theta.133.0,-2.30078372
theta.133.1,-5.06856444
theta.134.0,-3.32135094
theta.134.1,-2.0129624
theta.135.0,-2.438841634
theta.135.1,-3.50209221
theta.136.0,-1.808553132
theta.136.1,-5.20035363
theta.137.0,-1.0881307249
theta.137.1,-3.58000635
theta.138.0,-2.73835127
theta.138.1,-3.38326962
theta.139.0,-2.5173284
theta.139.1,-4.03247081
theta.140.0,-3.0224463
theta.140.1,-3.22856069
theta.141.0,-3.58404044
theta.141.1,-5.69668007
theta.142.0,-2.95210364
theta.142.1,-2.47381441
theta.143.0,-2.35868856
theta.143.1,-4.02283478
theta.144.0,-2.149016817
theta.144.1,-2.18202243
theta.145.0,-3.33746833
theta.145.1,-4.05626968
theta.146.0,-2.74711809
theta.146.1,-3.54032774
theta.147.0,-3.73937066
theta.147.1,-3.26810945
theta.148.0,-2.39644668
theta.148.1,-3.16918507
theta.149.0,0.4490300070295
theta.149.1,-6.37269486
theta.150.0,-2.92295858
theta.150.1,-4.82657015
theta.151.0,-2.78223277
theta.151.1,-5.00893356
theta.152.0,-2.35361195
theta.152.1,-1.94105133
theta.153.0,-2.445746019
theta.153.1,-2.75263706
theta.154.0,-2.03646702
theta.154.1,-3.88164132
theta.155.0,0.1309024256288
theta.155.1,-1.528795179
theta.156.0,-2.031051849
theta.156.1,-2.29037266
theta.157.0,-0.53210518273
theta.157.1,-4.53560809
theta.158.0,-2.64596197
theta.158.1,-4.29731315
theta.159.0,-0.90534403402
theta.159.1,-1.69239005
theta.160.0,-3.3088161
theta.160.1,-4.07787639
theta.161.0,-2.283744184
theta.161.1,-3.9880565
theta.162.0,-3.26831712
theta.162.1,-3.61439344
theta.163.0,-0.72199754687
theta.163.1,-3.95585467
theta.164.0,-2.068024141
theta.164.1,-4.85925421
theta.165.0,-3.27727425
theta.165.1,-3.0832566
theta.166.0,-3.77817887
theta.166.1,-3.29971711
theta.167.0,-3.06465419
theta.167.1,-3.74317519
theta.168.0,-3.25789377
theta.168.1,-4.01479227
theta.169.0,-4.09705516
theta.169.1,-3.71746356
theta.170.0,-0.464705901
theta.170.1,-4.88374998
theta.171.0,-3.39290527
theta.171.1,-4.32081624
theta.172.0,-0.9450103196
theta.172.1,-4.01332251
theta.173.0,-2.130434018
theta.173.1,-2.93397622
theta.174.0,-3.60522044
theta.174.1,-4.33945675
theta.175.0,-2.8058392
theta.175.1,-3.23813621
theta.176.0,-3.7817258
theta.176.1,-3.82510307
theta.177.0,-2.92835153
theta.177.1,-3.30424007
theta.178.0,-2.34410416
theta.178.1,-4.02482334
theta.179.0,-2.30708781
theta.179.1,-3.12415242
theta.180.0,-2.41467523
theta.180.1,-3.01141814
theta.181.0,-3.09798378
theta.181.1,-5.13560909
theta.182.0,-3.55755133
theta.182.1,-3.25917366
theta.183.0,-3.12963235
theta.183.1,-2.79899564
theta.184.0,-2.52310769
theta.184.1,-1.729783188
theta.185.0,-3.96218641
theta.185.1,-3.27232232
theta.186.0,-3.6525596
theta.186.1,-3.14882964
theta.187.0,-3.11019141
theta.187.1,-5.91445012
theta.188.0,-0.99113769703
theta.188.1,-4.16960341
theta.189.0,-2.160007598
theta.189.1,-3.73403653
theta.190.0,-3.43971372
theta.190.1,-4.94594057
theta.191.0,-1.908724676
theta.191.1,-5.40862531
theta.192.0,-2.9706997
theta.192.1,-2.61924394
theta.193.0,-3.75672187
theta.193.1,-2.13433492
theta.194.0,-1.805026844
theta.194.1,-2.75374777
theta.195.0,-1.284888985
theta.195.1,-4.13500609
theta.196.0,-3.33761251
theta.196.1,-3.06295978
theta.197.0,-2.42437572
theta.197.1,-3.50247771
theta.198.0,-3.04185212
theta.198.1,-4.95367279
theta.199.0,-3.50036847
theta.199.1,-3.28231279
theta.200.0,-2.19036247
theta.200.1,-3.04236768
theta.201.0,-2.96267754
theta.201.1,-4.45340075
theta.202.0,-2.49703821
theta.202.1,-4.97022601
theta.203.0,-2.23065443
theta.203.1,-4.12465796
theta.204.0,-1.834762688
theta.204.1,-3.70905869
theta.205.0,-3.20137718
theta.205.1,-3.9681027700000002
theta.206.0,-3.77765148
theta.206.1,-3.3108057
theta.207.0,-2.29532897
theta.207.1,-4.50895737
theta.208.0,-2.37742496
theta.208.1,-5.24388291
theta.209.0,-2.75325661
theta.209.1,-5.71142343
theta.210.0,-2.9815926
theta.210.1,-5.39260641
theta.211.0,-2.59042369
theta.211.1,-4.41442746
theta.212.0,-3.44607201
theta.212.1,-3.6719906
theta.213.0,-1.636117094
theta.213.1,-3.95784399
theta.214.0,-3.37851689
theta.214.1,-2.92713449
theta.215.0,-3.60744191
theta.215.1,-4.17423277
theta.216.0,-2.58149042
theta.216.1,-3.38119315
theta.217.0,-2.92911827
theta.217.1,-5.57254005
theta.218.0,-2.29026787
theta.218.1,-3.14875291
theta.219.0,-3.40264827
theta.219.1,-1.84818905
theta.220.0,-2.032246416
theta.220.1,-2.6054958
theta.221.0,-2.64327395
theta.221.1,-4.14138549
theta.222.0,-2.042520657
theta.222.1,-1.80239498
theta.223.0,-2.64593815
theta.223.1,-2.69345344
theta.224.0,-1.48687191
theta.224.1,-3.16524418
theta.225.0,-3.19116859
theta.225.1,-3.57958806
theta.226.0,-1.991926807
theta.226.1,-4.89370883
theta.227.0,-1.893031135
theta.227.1,-4.09790007
theta.228.0,-2.46872516
theta.228.1,-4.24916017
theta.229.0,-3.22750696
theta.229.1,-3.03671877
theta.230.0,-2.48387282
theta.230.1,-4.58496155
theta.231.0,-3.15086362
theta.231.1,-3.4870621
theta.232.0,-3.37112964
theta.232.1,-1.76960063
theta.233.0,-3.62376533
theta.233.1,-2.79051115
theta.234.0,-4.01387058
theta.234.1,-2.71515531
theta.235.0,-2.309999139
theta.235.1,-5.37062075
theta.236.0,-2.43786765
theta.236.1,-5.73379646
theta.237.0,-4.08586029
theta.237.1,-3.11883228
theta.238.0,-3.71883268
theta.238.1,-3.26273194
theta.239.0,-3.24126327
theta.239.1,-2.18545696
theta.240.0,-2.82397639
theta.240.1,-2.93465669
theta.241.0,-1.941340555
theta.241.1,-4.72897832
theta.242.0,-1.957459268
theta.242.1,-3.71445152
theta.243.0,-2.166837164
theta.243.1,-4.34377185
theta.244.0,-2.24374941
theta.244.1,-2.90619605
theta.245.0,-2.54745185
theta.245.1,-4.59718253
theta.246.0,-2.128741
theta.246.1,-2.29618432
theta.247.0,-1.698014848
theta.247.1,-2.50178486
theta.248.0,-1.834173342
theta.248.1,-4.68754888
theta.249.0,-2.75892399
theta.249.1,-3.55667377
theta.250.0,-2.654295205
theta.250.1,-2.50362893
theta.251.0,-2.943416
theta.251.1,-2.82115748
